BANCO DE DADOS AGROCLIMATOLÓGICO;;;;;;;;;;;;;;;;;;
;Estação (localidade):;;;Aimores;;;;;;;;;;;;;;
Lat.:;Lat.:;-19,494872;;;Long.:;-41,077647;;;;Altitude: ;;79,93;;m;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Data;Tx;Tn;Tmed;UR;Prec;Evap;Eto;Insolação;Txm;Tnm;Tmed-med;URmed;PrecSOM;Evapmed;Etomed;Insolaçãomed;Tx Abs;Tn Abs
17/03/2013;33,5;22;26,9;74,75;10;1,5;;9,2;;;;;;;;;;
18/03/2013;34,5;23;26,3;81,75;0;2,5;;7,1;;;;;;;;;;
19/03/2013;;;;;12,4;1,8;;0,3;;;;;;;;;;
20/03/2013;33,5;21;26,5;70;0;2,3;;9,1;;;;;;;;;;
21/03/2013;35,2;23;28,04;69,75;0;2,3;;10,4;;;;;;;;;;
22/03/2013;33;22,4;26,88;78;0;3,2;;7,4;;;;;;;;;;
23/03/2013;35,2;23;28,04;69,75;0;2,8;;6,8;;;;;;;;;;
24/03/2013;34;23,4;27,28;73,5;0;3,4;;7,2;;;;;;;;;;
25/03/2013;33;23,4;25,88;82;0;2,8;;4,9;;;;;;;;;;
26/03/2013;;;;;23;2,2;;6,4;;;;;;;;;;
27/03/2013;33,5;23;27,7;76,25;0;2,2;;6,1;;;;;;;;;;
28/03/2013;30,5;24;25,9;82,75;8,6;2,6;;2,1;;;;;;;;;;
29/03/2013;28,3;22;23,86;92;7,2;1;;0;;;;;;;;;;
30/03/2013;28;21;23,6;88;6,4;0,5;;0,3;;;;;;;;;;
31/03/2013;32;22;26,2;75,75;0;1,5;;6,7;33,77407407;23,20740741;27,18740741;75,55555556;133,6;2,709677419;;6,641935484;39,5;21,0
01/04/2013;33,5;23;26,5;78,75;0;2;;10,7;;;;;;;;;;
02/04/2013;;;;;0;2;;8,6;;;;;;;;;;
03/04/2013;34;21;26,4;72,75;0;3;;10,4;;;;;;;;;;
04/04/2013;32;23;26,28;80,5;0;3;;4,5;;;;;;;;;;
05/04/2013;32,5;22;26,3;79,75;4;2;;6,2;;;;;;;;;;
06/04/2013;36;23;28,8;66,5;0;2;;10,9;;;;;;;;;;
07/04/2013;31;23;26,2;81;14,2;3;;3,1;;;;;;;;;;
08/04/2013;29,3;23;25,26;80;0,4;1,4;;2,6;;;;;;;;;;
09/04/2013;;;;;21;1,3;;0,1;;;;;;;;;;
10/04/2013;26,9;22;23,86;90;0;1,2;;0;;;;;;;;;;
11/04/2013;29,4;22;25,08;82,25;1,4;1;;1,2;;;;;;;;;;
12/04/2013;31;23;26;82;0;1,5;;4;;;;;;;;;;
13/04/2013;32,5;22;26,46;79,25;0;1,5;;6,3;;;;;;;;;;
14/04/2013;34;23;26,8;78,5;0;2;;10;;;;;;;;;;
15/04/2013;25;21;22,88;86,75;16,8;2;;0;;;;;;;;;;
16/04/2013;;;;;1,2;1;;2,1;;;;;;;;;;
17/04/2013;29,4;21;24,28;79;0;1;;8,6;;;;;;;;;;
18/04/2013;31,5;17,5;23,4;65,75;0;2,7;;9,9;;;;;;;;;;
19/04/2013;29,4;19;22,88;77;0;3,3;;3,1;;;;;;;;;;
20/04/2013;31;19;24,2;64;0;2;;10,5;;;;;;;;;;
21/04/2013;31;19;24,4;61,5;0;3;;9,3;;;;;;;;;;
22/04/2013;29,3;20;22,86;75,75;0;3,5;;4;;;;;;;;;;
23/04/2013;;;;;0;2;;3,5;;;;;;;;;;
24/04/2013;32;16;23,4;75,5;0;2;;8,2;;;;;;;;;;
25/04/2013;30,5;19;23,5;65,25;0;3,4;;9,9;;;;;;;;;;
26/04/2013;31;16;23,2;72;0;3,1;;9,8;;;;;;;;;;
27/04/2013;32;20;24,6;72,25;0;3;;10,2;;;;;;;;;;
28/04/2013;31,5;18;23,9;69;0;3,2;;9,9;;;;;;;;;;
29/04/2013;30,5;18;22,9;76;0,2;3;;6,1;;;;;;;;;;
30/04/2013;;;;;0;2,3;;9,9;31,048;20,54;24,8136;75,64;59,2;2,246666667;;6,453333333;36,0;16,0
01/05/2013;33,5;18;25,5;64,75;0;3;;9,6;;;;;;;;;;
02/05/2013;33;19;25;67,75;0;3;;9,6;;;;;;;;;;
03/05/2013;32,5;18,8;23,86;70,75;0;3,2;;8,7;;;;;;;;;;
04/05/2013;33;17;23,4;70,5;0;3,2;;10;;;;;;;;;;
05/05/2013;33,5;16;23,1;71,5;0;3,3;;9,1;;;;;;;;;;
06/05/2013;34;17,4;23,48;71,5;0;2,5;;9,2;;;;;;;;;;
07/05/2013;;;;;0;2;;3,4;;;;;;;;;;
08/05/2013;32,5;19;23,98;69,5;0;3,5;;8,9;;;;;;;;;;
09/05/2013;28,8;21;23,6;77;0;3,5;;4,1;;;;;;;;;;
10/05/2013;30,5;18,4;23,06;76;0;3;;8,6;;;;;;;;;;
11/05/2013;31;16;22,84;70;0;3;;8,4;;;;;;;;;;
12/05/2013;30,2;16,4;23,32;78;0;3,2;;5,9;;;;;;;;;;
13/05/2013;32,5;19,4;24,78;81;0;2,5;;6,5;;;;;;;;;;
14/05/2013;;;;;0;2,5;;8,7;;;;;;;;;;
15/05/2013;33;20,5;26,1;76;0;3,5;;7,7;;;;;;;;;;
16/05/2013;33;21;25;84;0;3,1;;8;;;;;;;;;;
17/05/2013;33;20;24,8;86;0;3;;8,3;;;;;;;;;;
18/05/2013;27;20,5;22,5;94;7;2,4;;0,5;;;;;;;;;;
19/05/2013;27,4;18;22,48;81;0;1;;4,5;;;;;;;;;;
20/05/2013;30,5;19;22,5;91;0;2,5;;5,7;;;;;;;;;;
21/05/2013;;;;;0;2,1;;8,7;;;;;;;;;;
22/05/2013;27,3;22;23,86;83;0;2,6;;0,5;;;;;;;;;;
23/05/2013;24,4;20,4;21,96;92;15;1,8;;0;;;;;;;;;;
24/05/2013;23,4;19,4;20,72;96;14,2;0,5;;0,2;;;;;;;;;;
25/05/2013;23,4;19,4;20,76;91;2,8;0,5;;0;;;;;;;;;;
26/05/2013;27,3;16,4;21,14;79;0;1;;8;;;;;;;;;;
27/05/2013;25,1;16;20,02;91;0;2;;0,5;;;;;;;;;;
28/05/2013;;;;;0,2;1,8;;8,5;;;;;;;;;;
29/05/2013;28;18;22,44;86;0;1,7;;3,5;;;;;;;;;;
30/05/2013;30,5;17,6;23,82;83;0;1,5;;6,4;;;;;;;;;;
31/05/2013;31;20,5;24,5;81;0;1,6;;4,8;29,97407407;18,70740741;23,27851852;80,08333333;39,2;2,387096774;;6,016129032;34,0;16,0
01/06/2013;30,5;20;23,94;83;0;2,4;;6,3;;;;;;;;;;
02/06/2013;31,5;17;24,5;78;0;2,5;;8,2;;;;;;;;;;
03/06/2013;31,5;19;23,94;73;0;2,3;;6,4;;;;;;;;;;
04/06/2013;;;;;26,2;1,8;;0;;;;;;;;;;
05/06/2013;27,3;18;21,66;91;1,4;0,4;;4;;;;;;;;;;
06/06/2013;27;18;22,6;86;0;1,7;;0,2;;;;;;;;;;
07/06/2013;32;19;24,56;89;0;1,1;;8;;;;;;;;;;
08/06/2013;31,5;21;24,58;83;0;2,2;;8,6;;;;;;;;;;
09/06/2013;25,4;20;21,88;88;0;2,5;;0,3;;;;;;;;;;
10/06/2013;28,3;16;19,86;93;0;1;;8,4;;;;;;;;;;
11/06/2013;;;;;0;1;;8,6;;;;;;;;;;
12/06/2013;30,2;16;21,24;91;0;2,5;;8,6;;;;;;;;;;
13/06/2013;29,3;16;21,26;89;0;2;;7,8;;;;;;;;;;
14/06/2013;31;18;23,6;83;0;1,6;;8,5;;;;;;;;;;
15/06/2013;29,3;18;22,46;85;0;2;;6,1;;;;;;;;;;
16/06/2013;28;18,2;23,04;82;0;2;;6;;;;;;;;;;
17/06/2013;30,5;20;22,7;91;0;2;;8,2;;;;;;;;;;
18/06/2013;;;;;0;2;;8,6;;;;;;;;;;
19/06/2013;30,5;17,6;22,62;85;0;2,1;;7,3;;;;;;;;;;
20/06/2013;27,3;17;20,46;91;0;2;;3,2;;;;;;;;;;
21/06/2013;31;17;22,8;88;0;1,2;;8,5;;;;;;;;;;
22/06/2013;32,5;17;23,5;83;0;2;;8,4;;;;;;;;;;
23/06/2013;29,3;17;23,26;83;0;2,2;;2;;;;;;;;;;
24/06/2013;26,3;20;22,26;85;0;2;;0,1;;;;;;;;;;
25/06/2013;;;;;0;2;;6;;;;;;;;;;
26/06/2013;30,5;16;21,86;89;0;2;;7,9;;;;;;;;;;
27/06/2013;29,3;17;21,66;85;0;2,1;;3,6;;;;;;;;;;
28/06/2013;29,3;16,5;21,64;84;0;1,6;;5,3;;;;;;;;;;
29/06/2013;30,5;16;21,9;91;0;1,8;;7,8;;;;;;;;;;
30/06/2013;32,5;15,5;22,8;86;0;2;;8,4;29,70384615;17,72307692;22,56076923;85,96153846;27,6;1,866666667;;6,043333333;32,5;15,5
01/07/2013;32;18,2;23,04;82;0;2,6;;8,4;;;;;;;;;;
02/07/2013;;;;;0;2;;4,3;;;;;;;;;;
03/07/2013;25,4;18;20,88;73;0,6;2,3;;0,3;;;;;;;;;;
04/07/2013;27,3;14;20,66;68;0;1,6;;5,4;;;;;;;;;;
05/07/2013;27,3;18;20,86;79;0;2,5;;3,5;;;;;;;;;;
06/07/2013;29;13;20,8;82;0;1,5;;6;;;;;;;;;;
07/07/2013;31,5;15,5;21,8;85;0;1,7;;8,6;;;;;;;;;;
08/07/2013;32,5;16;23,1;74;0;2,3;;8,7;;;;;;;;;;
09/07/2013;;;;;0;3;;6,6;;;;;;;;;;
10/07/2013;24,1;19;20,62;79;1,4;2,4;;0;;;;;;;;;;
11/07/2013;27,3;15,5;20,76;76;0;1,6;;4,7;;;;;;;;;;
12/07/2013;29,3;17;22,66;75;0;2,6;;7,6;;;;;;;;;;
13/07/2013;28;20;22,8;88;0;3,1;;2,7;;;;;;;;;;
14/07/2013;30,5;18;22,3;85;0,4;2;;8,2;;;;;;;;;;
15/07/2013;31,5;15,5;21,2;91;0;2;;8,6;;;;;;;;;;
16/07/2013;;;;;0;2;;8,4;;;;;;;;;;
17/07/2013;31,5;20;24,18;83;0;2,9;;8,7;;;;;;;;;;
18/07/2013;31,5;17,8;22,46;79;0;2,6;;8,1;;;;;;;;;;
19/07/2013;32,5;16;23,1;78;0;3,6;;8,8;;;;;;;;;;
20/07/2013;31,5;17;23,3;81;0;1,4;;7,7;;;;;;;;;;
21/07/2013;32,5;18;23,7;86;0;2,6;;6,9;;;;;;;;;;
22/07/2013;33;19;24,04;88;0;2,6;;8,8;;;;;;;;;;
23/07/2013;;;;;0;3;;7,5;;;;;;;;;;
24/07/2013;30,5;20,5;23,6;75;0;2,8;;3,8;;;;;;;;;;
25/07/2013;29;19;22,4;82;0;2,5;;4;;;;;;;;;;
26/07/2013;28,3;19;22,46;83;0;2;;4,1;;;;;;;;;;
27/07/2013;30,2;20;22,64;76;0;2,4;;7,5;;;;;;;;;;
28/07/2013;30,2;18,8;22,8;77;0;3,1;;7,6;;;;;;;;;;
29/07/2013;29,3;18;21,86;85;0;2,5;;7,3;;;;;;;;;;
30/07/2013;;;;;0;3;;7,2;;;;;;;;;;
31/07/2013;29,3;14;20,86;76;0;2,7;;9;29,80769231;17,49230769;22,26461538;80,23076923;2,4;2,416129032;;6,419354839;33,0;13,0
01/08/2013;30,2;13,5;19,74;73;0;3;;9,1;;;;;;;;;;
02/08/2013;31;13,9;20,98;76;0;2,5;;9;;;;;;;;;;
03/08/2013;32;12;20,6;73;0;3,2;;9;;;;;;;;;;
04/08/2013;33;15;23,8;73;0;3,3;;9,2;;;;;;;;;;
05/08/2013;32;17;22,36;86;0;3,5;;9,3;;;;;;;;;;
06/08/2013;;;;;0;3;;9,1;;;;;;;;;;
07/08/2013;29,3;17;22,42;77;0;4;;4,7;;;;;;;;;;
08/08/2013;27,3;16;20,86;85;0;2,4;;2,2;;;;;;;;;;
09/08/2013;29,3;15,5;21,96;77;0;1,5;;6,7;;;;;;;;;;
10/08/2013;32;15,5;23,1;78;0;2,5;;9;;;;;;;;;;
11/08/2013;33;17;24,6;75;0;3,1;;10,2;;;;;;;;;;
12/08/2013;32;17;24;75;0;4;;10,2;;;;;;;;;;
13/08/2013;;;;;0;4;;10,7;;;;;;;;;;
14/08/2013;34,5;17;24,7;69;0;3,2;;10,7;;;;;;;;;;
15/08/2013;26;20;22,2;77;0;4,2;;1;;;;;;;;;;
16/08/2013;28;19,6;22,52;66;0;2,5;;0;;;;;;;;;;
17/08/2013;32,5;20;24,3;65;0;4;;9,3;;;;;;;;;;
18/08/2013;30,2;20;23,44;69;0;4,4;;7,5;;;;;;;;;;
19/08/2013;31;18;22,4;79;0;3;;10,9;;;;;;;;;;
20/08/2013;;;;;0;5;;3,5;;;;;;;;;;
21/08/2013;30,5;19;22,9;82;1,8;3;;4,7;;;;;;;;;;
22/08/2013;29;18,8;23,36;79;0;1,5;;5;;;;;;;;;;
23/08/2013;32,5;17;24,1;79;3,6;2,6;;10,6;;;;;;;;;;
24/08/2013;33,5;17;24,3;69;0;3,2;;10,8;;;;;;;;;;
25/08/2013;32,5;17,5;24;82;0;4;;7,6;;;;;;;;;;
26/08/2013;33,5;17,2;23,74;74;0;2,7;;10,8;;;;;;;;;;
27/08/2013;;;;;0;4;;10,1;;;;;;;;;;
28/08/2013;30,5;20;22,7;85;1;4,3;;0;;;;;;;;;;
29/08/2013;28,3;17;21,86;71;0,8;1;;5,9;;;;;;;;;;
30/08/2013;30,5;18;22,9;65;0;3;;10,2;;;;;;;;;;
31/08/2013;30,5;14;22,1;66;0;4;;10,9;30,91111111;17,01851852;22,81259259;75;7,2;3,212903226;;7,674193548;34,5;12,0
01/09/2013;31;17;23,48;75;0;4;;9,3;;;;;;;;;;
02/09/2013;33,5;17,8;24,46;76;0;3;;8,1;;;;;;;;;;
03/09/2013;;;;;0;4;;10;;;;;;;;;;
04/09/2013;31,5;19;22,5;85;0;4;;2,5;;;;;;;;;;
05/09/2013;27,3;18;21,74;80;8,8;2,5;;2,3;;;;;;;;;;
06/09/2013;30,5;17;22,5;66;0;2;;9,8;;;;;;;;;;
07/09/2013;29,3;14;20,86;82;0;3,6;;4,7;;;;;;;;;;
08/09/2013;32,5;16;23,5;75;0;3,1;;10,6;;;;;;;;;;
09/09/2013;32,5;19;24,5;78;0;3,7;;9,4;;;;;;;;;;
10/09/2013;;;;;0;5;;8,5;;;;;;;;;;
11/09/2013;31,5;17;22,9;83;0;3;;7,8;;;;;;;;;;
12/09/2013;32;17;23,6;75;0,4;2,5;;6,9;;;;;;;;;;
13/09/2013;28;18;22,6;84;0;3,8;;5,3;;;;;;;;;;
14/09/2013;31,5;18;23,9;78;7;1,6;;9,7;;;;;;;;;;
15/09/2013;33;20;25,4;76;0;3,3;;7,5;;;;;;;;;;
16/09/2013;34,5;21;26,1;76;0;3,5;;9,2;;;;;;;;;;
17/09/2013;;;;;0;4;;10,9;;;;;;;;;;
18/09/2013;36;22;27,4;74;0;4,4;;8,9;;;;;;;;;;
19/09/2013;34;23;26,8;80;0;4;;10,1;;;;;;;;;;
20/09/2013;32;21;26;67;0;4;;4,9;;;;;;;;;;
21/09/2013;35,1;19;26,22;72;0;3,7;;10,7;;;;;;;;;;
22/09/2013;32;21;27;70;0;4,5;;8,1;;;;;;;;;;
23/09/2013;38,5;23;28,3;80;0;4,3;;8,8;;;;;;;;;;
24/09/2013;;;;;0;5;;7;;;;;;;;;;
25/09/2013;34;20;24;84;0;5;;4,1;;;;;;;;;;
26/09/2013;26;18;21,4;73;11;2,5;;0;;;;;;;;;;
27/09/2013;29,3;19,8;22,82;74;0;2,6;;2,6;;;;;;;;;;
28/09/2013;32;19;23,2;77;0;4;;6,4;;;;;;;;;;
29/09/2013;25,1;19;21,42;86;0;3,8;;0,1;;;;;;;;;;
30/09/2013;26;19;22;85;3,6;0,5;;0;31,48461538;18,94615385;24,02307692;77,34615385;30,8;3,496666667;;6,806666667;38,5;14,0
01/10/2013;;;;;0;2;;2,9;;;;;;;;;;
02/10/2013;35,2;20;24,84;84;0;3;;8,6;;;;;;;;;;
03/10/2013;32;21;25,8;82;33;3,2;;3,9;;;;;;;;;;
04/10/2013;34;23;27,6;70;0;2,8;;4,1;;;;;;;;;;
05/10/2013;32;21;24,4;89;17;2,7;;5,4;;;;;;;;;;
06/10/2013;25,9;19;21,58;86;25,4;1,8;;0,4;;;;;;;;;;
07/10/2013;23,4;18;19,92;87;1,6;1,5;;0;;;;;;;;;;
08/10/2013;;;;;9;1;;0;;;;;;;;;;
09/10/2013;25,1;16;19,78;88;15,4;0,4;;0,7;;;;;;;;;;
10/10/2013;28,8;17;21,96;74;0,4;1,1;;7,9;;;;;;;;;;
11/10/2013;30,2;16;22,44;71;0;3;;11,2;;;;;;;;;;
12/10/2013;28,3;15,5;21,56;75;1,2;3,5;;6,1;;;;;;;;;;
13/10/2013;31,5;17;23,1;75;0;3;;9,5;;;;;;;;;;
14/10/2013;29,3;20;23,06;82;0;3,4;;5,3;;;;;;;;;;
15/10/2013;;;;;0;2,4;;7,2;;;;;;;;;;
16/10/2013;30,5;21;25,3;77;0;3,4;;3,6;;;;;;;;;;
17/10/2013;28,8;21;24,56;82;0;2,8;;2,6;;;;;;;;;;
18/10/2013;29,3;21;24,86;84;3,8;1,5;;2,9;;;;;;;;;;
19/10/2013;30,5;21;25,1;84;0;1,5;;5,8;;;;;;;;;;
20/10/2013;32;20;25,6;87;15,8;1,5;;2,1;;;;;;;;;;
21/10/2013;35,2;22;28,04;73;0;3,6;;9,9;;;;;;;;;;
22/10/2013;;;;;0;4,4;;5,6;;;;;;;;;;
23/10/2013;34,5;23;27,3;72;0;3;;10,8;;;;;;;;;;
24/10/2013;34,5;21;26,9;74;0;4,2;;10,9;;;;;;;;;;
25/10/2013;34;21;26,6;76;0;4;;8,9;;;;;;;;;;
26/10/2013;33;21;25,8;76;0;4;;8,9;;;;;;;;;;
27/10/2013;35,5;20;26,9;72;0;4;;11,4;;;;;;;;;;
28/10/2013;31,5;23;25,7;71;0;4,3;;8,9;;;;;;;;;;
29/10/2013;;;;;0;3,6;;0,2;;;;;;;;;;
30/10/2013;28,3;20;23,46;82;0;3,8;;0,6;;;;;;;;;;
31/10/2013;27,3;21;22,86;89;0;2,2;;0,3;30,79230769;19,98076923;24,42384615;79,30769231;122,6;2,793548387;;5,374193548;35,5;15,5
01/11/2013;26;20;22,28;83;26,4;1;;0,1;;;;;;;;;;
02/11/2013;30,2;20;23,68;75;0;2,2;;9,6;;;;;;;;;;
03/11/2013;31,5;16;23,3;78;0;3,3;;11,4;;;;;;;;;;
04/11/2013;32,5;17;24,5;71;0;4;;11,4;;;;;;;;;;
05/11/2013;;;;;0;4;;9,9;;;;;;;;;;
06/11/2013;30,5;22;24,9;86;0;4;;1,8;;;;;;;;;;
07/11/2013;27,3;22;24,46;80;17,2;1;;0,9;;;;;;;;;;
08/11/2013;26,3;21;23,86;92;2;1,5;;0,8;;;;;;;;;;
09/11/2013;31,5;21;25,3;81;41,6;0,5;;6,3;;;;;;;;;;
10/11/2013;34;23;27,6;74;0;2,5;;7,8;;;;;;;;;;
11/11/2013;35,5;23;28,9;76;0;3;;11,4;;;;;;;;;;
12/11/2013;;;;;0;4;;11,3;;;;;;;;;;
13/11/2013;33;21;28;69;0;3,5;;3,5;;;;;;;;;;
14/11/2013;31;22;25,8;66;0;4;;2,7;;;;;;;;;;
15/11/2013;31;22;26,2;74;0;3;;4,1;;;;;;;;;;
16/11/2013;33;22;27,6;68;0;2;;9,2;;;;;;;;;;
17/11/2013;34,5;21;27,7;66;1,8;3,7;;11,3;;;;;;;;;;
18/11/2013;33,5;21;26,1;82;0;4,3;;5,1;;;;;;;;;;
19/11/2013;;;;;0;4;;10,9;;;;;;;;;;
20/11/2013;34;21,5;26,7;74;1,2;3,3;;10,2;;;;;;;;;;
21/11/2013;35,2;21;27,24;70;0;4;;11,4;;;;;;;;;;
22/11/2013;36,2;21;28,24;70;0;4;;11,4;;;;;;;;;;
23/11/2013;32;23;27;75;0;5;;3,8;;;;;;;;;;
24/11/2013;33;22;26,6;77;0;3,5;;5,9;;;;;;;;;;
25/11/2013;33,5;22;26,7;76;0;3;;3,6;;;;;;;;;;
26/11/2013;;;;;0;2;;0;;;;;;;;;;
27/11/2013;26,3;20;22,06;91;61,4;2;;1;;;;;;;;;;
28/11/2013;31;20,4;24,48;89;0,4;1,5;;4,8;;;;;;;;;;
29/11/2013;30,5;22;25,5;87;4,2;1;;3,7;;;;;;;;;;
30/11/2013;33,5;22;26,3;87;15;1,3;;4,3;31,78846154;21,11153846;25,80769231;77,57692308;171,2;2,87;;6,32;36,2;16,0
01/12/2013;34;23;27,2;77;0;2,2;;5,2;;;;;;;;;;
02/12/2013;35,2;23;27,64;77;0;3;;9,7;;;;;;;;;;
03/12/2013;;;;;0;4;;8;;;;;;;;;;
04/12/2013;37,2;26;30;76;0;3;;11,4;;;;;;;;;;
05/12/2013;38;24;30,2;72;0;4;;9,7;;;;;;;;;;
06/12/2013;33;22;26;88;50;3,2;;4,6;;;;;;;;;;
07/12/2013;31;22;24,8;91;0;1,5;;1,7;;;;;;;;;;
08/12/2013;31;22;25,36;92;21;2;;0,6;;;;;;;;;;
09/12/2013;34;23;27,2;80;5;1,4;;10,2;;;;;;;;;;
10/12/2013;;;;;0;3;;11;;;;;;;;;;
11/12/2013;34;24;27;91;5;3,6;;3;;;;;;;;;;
12/12/2013;27,3;22,2;23,7;96;91;1;;0;;;;;;;;;;
13/12/2013;26,3;22;23,06;94;84;0,5;;0;;;;;;;;;;
14/12/2013;27,8;21;23,96;91;10;1;;0,8;;;;;;;;;;
15/12/2013;34;23;26,8;84;0,6;1;;9,3;;;;;;;;;;
16/12/2013;32;22,4;25,28;94;3,8;2;;4,8;;;;;;;;;;
17/12/2013;23,9;22;22,74;95;81,2;2;;0;;;;;;;;;;
18/12/2013;25,4;21,4;22,96;;65,6;2;;0;;;;;;;;;;
19/12/2013;31,5;21;25,7;87;63,8;0,5;;7,6;;;;;;;;;;
20/12/2013;33;23,4;26,16;92;0;2;;6;;;;;;;;;;
21/12/2013;24,4;22;23,68;91;86,8;1;;0;;;;;;;;;;
22/12/2013;25,4;21;23,68;92;47;0,5;;0;;;;;;;;;;
23/12/2013;31;22;25,8;77;34;0,5;;3,1;;;;;;;;;;
24/12/2013;28,3;23;25,06;;154;0,5;;0,3;;;;;;;;;;
25/12/2013;33,5;23;27,9;80;6;0,6;;6,6;;;;;;;;;;
26/12/2013;34;24;28,4;;13,6;2;;8,6;;;;;;;;;;
27/12/2013;34;23,4;28,88;76;0;2,4;;10,1;;;;;;;;;;
28/12/2013;35,2;23;29,04;76;0;2,6;;11;;;;;;;;;;
29/12/2013;34,5;24;29,5;67;0;3;;9,8;;;;;;;;;;
30/12/2013;35,2;23,6;29,16;74;0;3;;11,4;;;;;;;;;;
31/12/2013;36,5;24;30,3;;0;4;;11,5;31,74482759;22,77241379;26,4537931;84,4;822,4;2,032258065;;5,677419355;38,0;21,0
01/01/2014;;;;;;;;;;;;;;;;;;
02/01/2014;;;;;;;;;;;;;;;;;;
03/01/2014;;;;;;;;;;;;;;;;;;
04/01/2014;;;;;;;;;;;;;;;;;;
05/01/2014;;;;;;;;;;;;;;;;;;
06/01/2014;;;;;;;;;;;;;;;;;;
07/01/2014;;;;;;;;;;;;;;;;;;
08/01/2014;;;;;;;;;;;;;;;;;;
09/01/2014;;;;;;;;;;;;;;;;;;
10/01/2014;;;;;;;;;;;;;;;;;;
11/01/2014;;;;;;;;;;;;;;;;;;
12/01/2014;;;;;;;;;;;;;;;;;;
13/01/2014;;;;;;;;;;;;;;;;;;
14/01/2014;;;;;;;;;;;;;;;;;;
15/01/2014;;;;;;;;;;;;;;;;;;
16/01/2014;;;;;;;;;;;;;;;;;;
17/01/2014;;;;;;;;;;;;;;;;;;
18/01/2014;;;;;;;;;;;;;;;;;;
19/01/2014;;;;;;;;;;;;;;;;;;
20/01/2014;;;;;;;;;;;;;;;;;;
21/01/2014;;;;;;;;;;;;;;;;;;
22/01/2014;;;;;;;;;;;;;;;;;;
23/01/2014;;;;;;;;;;;;;;;;;;
24/01/2014;;;;;;;;;;;;;;;;;;
25/01/2014;;;;;;;;;;;;;;;;;;
26/01/2014;;;;;;;;;;;;;;;;;;
27/01/2014;;;;;;;;;;;;;;;;;;
28/01/2014;;;;;;;;;;;;;;;;;;
29/01/2014;;;;;;;;;;;;;;;;;;
30/01/2014;;;;;;;;;;;;;;;;;;
31/01/2014;;;;;;;;;;;;;;;;;;
01/02/2014;36;25;28,88;78;0;0;;11;;;;;;;;;;
02/02/2014;36,5;24;29,5;71;0;3,5;;10,5;;;;;;;;;;
03/02/2014;37;23;28,8;77;0;4;;10,5;;;;;;;;;;
04/02/2014;;;;;0;4;;10,8;;;;;;;;;;
05/02/2014;34;23;27,6;78;0;5,5;;6,9;;;;;;;;;;
06/02/2014;35,2;24;28,44;80;2,4;3;;9,2;;;;;;;;;;
07/02/2014;36,2;24;29,24;67;0;4;;10,5;;;;;;;;;;
08/02/2014;35,2;22;28,44;71;0;4,5;;9,6;;;;;;;;;;
09/02/2014;37,2;23;29,04;71;0;4,8;;10,8;;;;;;;;;;
10/02/2014;37;24;28,4;71;0;4,8;;7,5;;;;;;;;;;
11/02/2014;;;;;0;5;;8,5;;;;;;;;;;
12/02/2014;34;23;27,8;70;0;5;;3,8;;;;;;;;;;
13/02/2014;36,5;23;28,9;68;0;3,5;;9,9;;;;;;;;;;
14/02/2014;36,5;23;28,7;70;0;4,7;;7,2;;;;;;;;;;
15/02/2014;37,5;23;29,1;71;0;4,3;;10,8;;;;;;;;;;
16/02/2014;36;23;28,6;70;0;5,6;;9;;;;;;;;;;
17/02/2014;37;23;28,2;73;0;4,6;;8,5;;;;;;;;;;
18/02/2014;;;;;7,4;4;;5,7;;;;;;;;;;
19/02/2014;33;21;25,24;86;30;2,1;;7,6;;;;;;;;;;
20/02/2014;35,2;21;26,04;81;0;2,4;;8,8;;;;;;;;;;
21/02/2014;34;22,2;26,44;79;0;3,2;;6,7;;;;;;;;;;
22/02/2014;33,2;22;26,84;77;1,2;2,8;;5,4;;;;;;;;;;
23/02/2014;31;23;26,2;87;1,4;2,6;;4,5;;;;;;;;;;
24/02/2014;32,5;22;25,3;91;3;1,6;;4,3;;;;;;;;;;
25/02/2014;;;;;6,8;2;;5,9;;;;;;;;;;
26/02/2014;33,5;22;26,98;83;0;1,5;;7,7;;;;;;;;;;
27/02/2014;34,2;22;27,04;84;0;2,2;;8,3;;;;;;;;;;
28/02/2014;35,5;23;28,7;68;0;3,3;;11;35,1625;22,84166667;27,85083333;75,91666667;52,2;3,517857143;;8,246428571;37,5;21,0
01/03/2014;35,5;23;28,7;71;0;5;;10;;;;;;;;;;
02/03/2014;34;23;27,6;75;0;3,1;;6;;;;;;;;;;
03/03/2014;33;22;26,4;80;4,8;3;;10,2;;;;;;;;;;
04/03/2014;;;;;0;4;;7;;;;;;;;;;
05/03/2014;34;23;27,6;80;0;3;;7,2;;;;;;;;;;
06/03/2014;34,5;23;28,1;75;0;3;;10,3;;;;;;;;;;
07/03/2014;33,5;24;27,3;77;0;4;;3;;;;;;;;;;
08/03/2014;34;23;28,2;75;0;3,2;;7,7;;;;;;;;;;
09/03/2014;35,2;25;29,04;71;0;4,5;;4;;;;;;;;;;
10/03/2014;33;25;28;73;0;3,8;;6,1;;;;;;;;;;
11/03/2014;;;;;0;4;;10,5;;;;;;;;;;
12/03/2014;35,2;23;27,64;80;0;4;;6,4;;;;;;;;;;
13/03/2014;34,2;23;27,44;80;0;2,5;;8,5;;;;;;;;;;
